COUNTRY	TIMESTAMP	TIME	TIMEZONE	CITY_NAME	LAT	LON	TEMP	FEELS_LIKE	TEMP_MIN	TEMP_MAX	PRESSURE	SEA_LEVEL	GRND_LEVEL	HUMIDITY	WIND_SPEED	WIND_DIRECTION	RAIN_1H	RAIN_3H	SNOW_1H	SNOW_3H	CLOUDS_ALL	WEATHER_ID	WEATHER_MAIN	WEATHER_DESCRIPTION	WEATHER_ICON
Australia	2020-08-20	ACT	+09:30 UTC	Sydney	52.954783	-1.158109	15.371666667	13.516666667	14.488333333	16.287083333	1022.083333333			68.875	2.479166667	315.833333333					50.791666667	802.291667	Clouds	sky is clear	04n
Australia	2020-07-12	ACT	+09:30 UTC	Tamworth	51.752021	-1.257726	19.374166667	18.21625	18.464166667	20.221666667	1030.208333333			70.25	3.1375	52.916666667					24.291666667	797.666667	Haze	sky is clear	50d
Australia	2020-07-29	ACT	+09:30 UTC	Tamworth	51.752021	-1.257726	16.52375	14.412083333	15.697916667	17.284166667	1010.458333333			73.25	3.716666667	215.833333333					58.041666667	802.541667	Clouds	scattered clouds	04n
Australia	2020-06-28	ACT	+09:30 UTC	Wagga Wagga	53.381129	-1.470085	16.482916667	10.952916667	14.820833333	18.133333333	1017.625			65.583333333	7.9	99.166666667					23.75	801.000000	Clouds	sky is clear	04n
Australia	2020-06-06	ACT	+09:30 UTC	Grafton	54.906869	-1.383801	9.619166667	5.49125	8.595833333	10.866666667	1027.25			62.166666667	3.654166667	40.708333333					67.958333333	802.875000	Clouds	sky is clear	04n
Australia	2020-08-15	ACT	+09:30 UTC	Grafton	54.906869	-1.383801	15.290833333	13.73375	13.854166667	16.810833333	1023.291666667			76.458333333	2.738333333	259.625					78	803.375000	Clouds	scattered clouds	04n
Australia	2020-06-05	ACT	+09:30 UTC	Grafton	54.906869	-1.383801	10.239166667	7.73375	9.315833333	11.490833333	1016.083333333			79	2.495833333	71.25					93.625	803.791667	Clouds	overcast clouds	04n
Australia	2020-06-05	ACT	+09:30 UTC	Orange	53.800755	-1.549077	12.006666667	9.239583333	10.8375	13.490833333	1015.375			89.5	4.141666667	191.25	0.23				59.5	785.583333	Rain	scattered clouds	50d
Australia	2020-07-16	ACT	+09:30 UTC	Orange	53.800755	-1.549077	16.645	13.42875	15.205	17.460833333	1016.541666667			64.791666667	4.545833333	284.166666667					40.875	801.791667	Clouds	sky is clear	04n
Australia	2020-06-17	ACT	+09:30 UTC	Orange	53.800755	-1.549077	18.712083333	17.389583333	17.365416667	19.908333333	1023.5			87.958333333	5.104166667	246.666666667					66.75	718.958333	Drizzle	scattered clouds	09d
Australia	2020-08-21	ACT	+09:30 UTC	Dubbo	52.486243	-1.890401	16.987916667	15.014166667	15.86125	17.865833333	1022.75			69.416666667	3.095833333	272.083333333					45.291666667	793.708333	MACT	sky is clear	50d
Australia	2020-08-11	ACT	+09:30 UTC	Gosford	53.795984	-1.759398	16.49125	14.8575	15.264583333	17.791666667	1014.458333333			80.5	3.633333333	288.333333333	0.51				45.125	764.166667	Rain	sky is clear	10n
Australia	2020-06-16	ACT	+09:30 UTC	Lithgow	52.586973	-2.12882	16.435416667	14.121666667	15.64	17.257083333	1016.875			79.833333333	4.691666667	207.5					68.333333333	777.625000	Rain	scattered clouds	10d
Australia	2020-08-22	ACT	+09:30 UTC	Lithgow	52.586973	-2.12882	16.018	13.9988	15.2396	16.7564	1017.24			85.52	4.484	288					63.6	690.040000	Rain	scattered clouds	50d
Australia	2020-07-24	ACT	+09:30 UTC	Lithgow	52.586973	-2.12882	15.002083333	13.450833333	13.91125	16.094166667	1002.541666667			93.541666667	4.008333333	75					79.583333333	583.125000	Rain	rain and drizzle	50n
Australia	2020-07-13	ACT	+09:30 UTC	Perth	51.430921	-0.09365	21.17875	20.442916667	18.865	22.995833333	1024.708333333			62.458333333	2.3375	146.5					30.541666667	771.500000	Rain	sky is clear	50d
Australia	2020-08-25	ACT	+09:30 UTC	Perth	51.430921	-0.09365	14.174166667	10.72875	12.777916667	15.391666667	1004.541666667			65.458333333	4.0875	271.666666667	1.39				38	789.333333	Rain	sky is clear	10d
Australia	2020-07-30	ACT	+09:30 UTC	Albury	53.457595	-2.157838	14.3325	14.034583333	12.731666667	15.62375	1011.416666667			85.875	1.280833333	118.833333333	0.312				59.833333333	739.250000	Rain	scattered clouds	10d
Australia	2020-07-10	ACT	+09:30 UTC	Sydney	52.954783	-1.158109	20.778333333	21.173333333	19.515416667	22.10875	1029.75			71.708333333	2.025	157.916666667					61.166666667	800.125000	Fog	scattered clouds	50d
Australia	2020-07-02	ACT	+09:30 UTC	Tamworth	51.752021	-1.257726	17.0475	15.40625	16.2625	17.758333333	1017.125			84.125	4.2875	214.583333333					47.5	802.166667	Clouds	scattered clouds	04n
Australia	2020-08-04	ACT	+09:30 UTC	Tamworth	51.752021	-1.257726	15.950416667	13.856666667	15.358333333	16.707916667	1025.25			69.625	3.0375	245.416666667	0.18				62.166666667	764.791667	Rain	scattered clouds	10n
Australia	2020-07-25	ACT	+09:30 UTC	Wagga Wagga	53.381129	-1.470085	12.520416667	7.852083333	11.113333333	13.809583333	1006.416666667			87.541666667	6.920833333	69.583333333					67.916666667	802.916667	Clouds	scattered clouds	04n
Australia	2020-07-17	ACT	+09:30 UTC	Orange	53.800755	-1.549077	20.355416667	19.333333333	19.107083333	21.2725	1013.625			71.458333333	3.591666667	235					39.916666667	801.916667	Clouds	sky is clear	04d
Australia	2020-07-07	ACT	+09:30 UTC	Dubbo	52.486243	-1.890401	15.13125	10.810416667	14.386666667	15.867083333	1015.458333333			76.208333333	6.6	322.5					68.541666667	791.208333	Rain	scattered clouds	09n
Australia	2020-06-03	ACT	+09:30 UTC	Gosford	53.795984	-1.759398	13.763333333	10.725	12.279166667	15.0625	1005			77.125	4.3	244.166666667	0.17				49.083333333	751.625000	Rain	scattered clouds	10d
Australia	2020-07-08	ACT	+09:30 UTC	Gosford	53.795984	-1.759398	14.799166667	13.637916667	13.661666667	16.195833333	1020.75			89.875	3.1875	147.5					38.833333333	799.166667	Fog	sky is clear	50d
Australia	2020-06-09	ACT	+09:30 UTC	Blue Mountains	53.408371	-2.991573	14.540416667	12.05375	12.576666667	16.425	1032.25			82.208333333	4.266666667	286.666666667					61	802.708333	Clouds	sky is clear	04n
Australia	2020-07-17	ACT	+09:30 UTC	Blue Mountains	53.408371	-2.991573	19.084166667	18.333333333	16.918333333	21.058333333	1014.875			78.666666667	3.570833333	290.833333333					53.958333333	802.500000	Clouds	sky is clear	04n
Australia	2020-08-06	ACT	+09:30 UTC	Blue Mountains	53.408371	-2.991573	14.658333333	10.212916667	12.940416667	15.956666667	1021.166666667			85.125	7.345833333	287.916666667	0.2066666667				54.25	764.416667	Rain	sky is clear	10d
Australia	2020-06-13	ACT	+09:30 UTC	Lithgow	52.586973	-2.12882	11.354583333	7.658333333	10.457083333	12.279166667	1006.916666667			72.375	4.070833333	264.583333333					46.25	801.958333	Clouds	sky is clear	04n
Australia	2020-06-09	ACT	+09:30 UTC	Albury	53.457595	-2.157838	14.54125	13.190833333	13.269166667	15.7125	1031.75			82.125	2.5875	246.666666667					32.625	801.416667	Clouds	sky is clear	04d
Australia	2020-07-19	ACT	+09:30 UTC	Sydney	52.954783	-1.158109	15.468333333	12.8925	14.546666667	16.38375	1013.041666667			82.666666667	4.8	262.083333333					54.666666667	802.416667	Clouds	sky is clear	04n
Australia	2020-07-10	ACT	+09:30 UTC	Tamworth	51.752021	-1.257726	21.00625	19.777083333	20.020416667	21.834583333	1029.25			64.541666667	3.1	97.5					36.541666667	798.458333	Haze	scattered clouds	50n
Australia	2020-08-09	ACT	+09:30 UTC	Tamworth	51.752021	-1.257726	17.870833333	15.96125	17.207083333	18.509166667	1017.083333333			57.666666667	2.375	287.916666667					25.791666667	801.333333	Clouds	sky is clear	03n
Australia	2020-08-17	ACT	+09:30 UTC	Tamworth	51.752021	-1.257726	18.486666667	17.16375	17.6975	19.2325	1018.875			65.833333333	2.409166667	132.208333333					1	783.541667	MACT	sky is clear	50n
Australia	2020-08-11	ACT	+09:30 UTC	Grafton	54.906869	-1.383801	15.472083333	14.50875	14.254166667	16.945	1014.375			82.291666667	2.416666667	159.291666667	0.5446153846				98.541666667	639.416667	Rain	overcast clouds	10n
Australia	2020-06-01	ACT	+09:30 UTC	Orange	53.800755	-1.549077	11.594583333	9.18	10.608333333	12.556666667	1017.708333333			95.083333333	3.9625	177.083333333					68.75	629.041667	Rain	scattered clouds	50d
Australia	2020-07-25	ACT	+09:30 UTC	Orange	53.800755	-1.549077	13.009583333	10.245833333	11.621666667	14.07	1006.75			78	3.710833333	50.541666667					72.708333333	790.291667	Rain	light rain	10n
Australia	2020-07-15	ACT	+09:30 UTC	Dubbo	52.486243	-1.890401	19.434583333	17.408333333	18.301666667	20.6675	1014.583333333			65.541666667	4.020833333	293.75					59.041666667	802.541667	Clouds	scattered clouds	04n
Australia	2020-06-02	ACT	+09:30 UTC	Gosford	53.795984	-1.759398	14.900833333	12.054583333	13.667083333	16.102916667	1010.125			82.25	4.9	225.416666667	0.55				67.833333333	790.208333	Rain	scattered clouds	10d
Australia	2020-06-05	ACT	+09:30 UTC	Gosford	53.795984	-1.759398	12.094583333	9.294166667	10.8	13.98625	1015.416666667			84.125	3.854166667	232.5	0.264				62.416666667	739.500000	Rain	scattered clouds	10d
Australia	2020-07-28	ACT	+09:30 UTC	Gosford	53.795984	-1.759398	12.642916667	9.960416667	11.275	13.900833333	1009.958333333			94.125	4.608333333	62.916666667					78.75	706.583333	Rain	overcast clouds	10n
Australia	2020-06-23	ACT	+09:30 UTC	Blue Mountains	53.408371	-2.991573	17.733333333	16.575	15.900833333	19.769166667	1018.041666667			77.083333333	3.279166667	266.25					14.375	800.750000	Clouds	sky is clear	03n
Australia	2020-06-28	ACT	+09:30 UTC	Lithgow	52.586973	-2.12882	17.64125	15.629166667	16.433333333	18.82	1016.125			76.083333333	4.154166667	130.833333333	0.86				36.208333333	668.583333	Thunderstorm	thunderstorm with rain	50d
Australia	2020-07-10	ACT	+09:30 UTC	Lithgow	52.586973	-2.12882	21.5375	22.228333333	20.75375	22.405	1029.708333333			72.75	1.779166667	158.75					40.291666667	773.208333	MACT	sky is clear	50n
Australia	2020-08-15	ACT	+09:30 UTC	Newcastle	54.978252	-1.61778	14.68125	12.895	12.279166667	16.785416667	1023.375			76.125	2.798333333	260.625					77.958333333	803.375000	Clouds	scattered clouds	04n
Australia	2020-08-07	ACT	+09:30 UTC	Albury	53.457595	-2.157838	13.0625	10.745	11.557916667	14.48375	1020.333333333			73.625	2.587916667	262.958333333					33.166666667	801.500000	Clouds	sky is clear	04d
Australia	2020-06-22	ACT	+09:30 UTC	Sydney	52.954783	-1.158109	20.1525	19.125	19.166666667	20.91375	1020.791666667			63.666666667	2.591666667	234.583333333					37.75	801.750000	Clouds	sky is clear	04n
Australia	2020-08-11	ACT	+09:30 UTC	Tamworth	51.752021	-1.257726	18.33	16.599583333	17.6075	19.13	1015.375			61.125	2.625	257.5					26.625	801.291667	Clouds	sky is clear	04d
Australia	2020-06-06	ACT	+09:30 UTC	Orange	53.800755	-1.549077	10.139166667	6.87875	9.254166667	10.962916667	1026.5			74	3.233333333	61.666666667					48.666666667	802.166667	Clouds	sky is clear	04n
Australia	2020-06-24	ACT	+09:30 UTC	Orange	53.800755	-1.549077	16.3944	15.4592	15.1224	17.47	1016.08			86.24	3.2076	96.72	0.77				71.28	669.440000	Rain	scattered clouds	50n
Australia	2020-07-24	ACT	+09:30 UTC	Orange	53.800755	-1.549077	13.523333333	10.8425	12.209583333	14.454166667	1006.208333333			84.416666667	4.257083333	72.916666667					82.583333333	752.833333	Rain	overcast clouds	10n
Australia	2020-08-28	ACT	+09:30 UTC	Orange	53.800755	-1.549077	16.499583333	13.6325	15.22875	17.535	1016.583333333			84.208333333	5.795833333	227.916666667	0.635				54.333333333	765.375000	Rain	scattered clouds	10d
Australia	2020-08-23	ACT	+09:30 UTC	Gosford	53.795984	-1.759398	14.502916667	11.06125	12.972083333	15.834583333	1015.875			69.083333333	4.5875	239.166666667					66.208333333	802.875000	Clouds	scattered clouds	04n
Australia	2020-08-30	ACT	+09:30 UTC	Gosford	53.795984	-1.759398	15.647083333	14.8275	13.841666667	18.0775	1023.75			75.791666667	1.885833333	149.75					51.375	802.291667	Clouds	sky is clear	04n
Australia	2020-08-24	ACT	+09:30 UTC	Blue Mountains	53.408371	-2.991573	15.499166667	8.568333333	14.111666667	16.617083333	1002.458333333			71.833333333	10.133333333	224.166666667	0.85				56.791666667	765.458333	Rain	shower rain	10n
Australia	2020-06-23	ACT	+09:30 UTC	Lithgow	52.586973	-2.12882	21.2475	21.560833333	19.7325	22.475833333	1017.458333333			70.958333333	1.941666667	230					29.833333333	801.416667	Clouds	sky is clear	04d
Australia	2020-06-21	ACT	+09:30 UTC	Newcastle	54.978252	-1.61778	15.097083333	12.712916667	13.191666667	16.81625	1016.666666667			66.083333333	2.952916667	240.041666667	0.356				76.416666667	739.916667	Rain	scattered clouds	10d
Australia	2020-07-12	ACT	+09:30 UTC	Perth	51.430921	-0.09365	18.622916667	16.434166667	16.48875	20.508333333	1030.166666667			62.041666667	3.475	80					41.625	801.708333	Clouds	sky is clear	04n
Australia	2020-07-25	ACT	+09:30 UTC	Perth	51.430921	-0.09365	15.711666667	13.882083333	14.756666667	16.59125	1003.833333333			81.375	3.757083333	185.25	1.04375				84.416666667	702.375000	Rain	scattered clouds	10n
Australia	2020-08-02	ACT	+09:30 UTC	Perth	51.430921	-0.09365	17.753333333	16.1375	16.004166667	19.282916667	1021.125			67.625	2.831666667	186.125	0.1725				43	751.666667	Rain	sky is clear	10d
Australia	2020-06-08	ACT	+09:30 UTC	Albury	53.457595	-2.157838	14.481666667	12.87125	13.217083333	15.56125	1036			72.958333333	2.208333333	220.833333333					35.833333333	801.625000	Clouds	sky is clear	04d
Australia	2020-07-08	ACT	+09:30 UTC	Tamworth	51.752021	-1.257726	15.677083333	13.275	14.478333333	16.671666667	1019.791666667			73.625	3.770833333	192.916666667					32.083333333	798.291667	Haze	sky is clear	50d
Australia	2020-07-26	ACT	+09:30 UTC	Tamworth	51.752021	-1.257726	15.48	13.752083333	14.721666667	16.225	1011.25			70.791666667	2.5225	115.333333333					49.25	789.583333	Rain	scattered clouds	10n
Australia	2020-06-24	ACT	+09:30 UTC	Wagga Wagga	53.381129	-1.470085	16.49375	14.83125	15.015	17.873333333	1015.833333333			85.333333333	4.204166667	93.333333333	1.04				63.041666667	790.125000	Rain	scattered clouds	10d
Australia	2020-06-04	ACT	+09:30 UTC	Grafton	54.906869	-1.383801	13.21125	10.3975	12.055833333	14.220833333	1005.958333333			72.166666667	3.429166667	271.25	0.36				69.458333333	689.375000	Rain	sky is clear	10d
Australia	2020-06-18	ACT	+09:30 UTC	Grafton	54.906869	-1.383801	20.220416667	20.3675	18.271666667	21.849583333	1023.666666667			74.708333333	2.3625	162.541666667					71.125	803.083333	Clouds	scattered clouds	04n
Australia	2020-07-21	ACT	+09:30 UTC	Grafton	54.906869	-1.383801	15.765833333	13.557083333	14.7	17.06625	1019			73.708333333	3.641666667	220.833333333					70.041666667	803.000000	Clouds	sky is clear	04n
Australia	2020-07-11	ACT	+09:30 UTC	Dubbo	52.486243	-1.890401	21.855416667	21.595	20.826666667	22.925833333	1032.375			67.166666667	2.666666667	97.083333333					23.083333333	801.166667	Clouds	sky is clear	04n
Australia	2020-06-15	ACT	+09:30 UTC	Blue Mountains	53.408371	-2.991573	14.480833333	10.798333333	13.392083333	15.349166667	1008.333333333			82.375	5.95	170.833333333	0.51				65.791666667	790.208333	Rain	scattered clouds	10d
Australia	2020-08-16	ACT	+09:30 UTC	Lithgow	52.586973	-2.12882	18.160416667	18.70375	17.25625	18.950416667	1022.583333333			82.291666667	1.507083333	211.583333333					54.583333333	778.458333	MACT	sky is clear	50n
Australia	2020-06-13	ACT	+09:30 UTC	Perth	51.430921	-0.09365	13.137083333	8.70375	11.945416667	14.229166667	1007.291666667			54.041666667	4.241666667	287.916666667					42.833333333	801.791667	Clouds	sky is clear	04d
Australia	2020-07-31	ACT	+09:30 UTC	Perth	51.430921	-0.09365	16.293333333	14.407916667	15.310416667	17.197083333	1013.666666667			69.291666667	2.95	268.333333333					94.166666667	803.791667	Clouds	scattered clouds	04n
Australia	2020-07-09	ACT	+09:30 UTC	Albury	53.457595	-2.157838	17.768333333	17.23875	16.57375	18.96875	1025.416666667			71.958333333	1.65	187.875					72.25	803.125000	Clouds	sky is clear	04n
Australia	2020-08-23	ACT	+09:30 UTC	Albury	53.457595	-2.157838	14.057083333	10.617916667	12.761666667	15.339166667	1016.833333333			75.291666667	4.754166667	197.916666667					73.875	803.166667	Clouds	scattered clouds	04n
Australia	2020-07-31	ACT	+09:30 UTC	Albury	53.457595	-2.157838	13.694583333	12.054166667	12.22875	15.004166667	1014.5			77.208333333	2.316666667	257.5					72.625	803.083333	Clouds	overcast clouds	04n
Australia	2020-07-03	ACT	+09:30 UTC	Sydney	52.954783	-1.158109	16.976666667	15.111666667	16.02875	17.951666667	1013.75			69.416666667	3.245833333	245.833333333					76.666666667	803.166667	Clouds	scattered clouds	04n
Australia	2020-08-05	ACT	+09:30 UTC	Sydney	52.954783	-1.158109	15.4375	13.405	14.720833333	16.234166667	1017.625			73.25	3.0625	277.916666667	0.28				68.708333333	752.333333	Rain	scattered clouds	10n
Australia	2020-07-19	ACT	+09:30 UTC	Orange	53.800755	-1.549077	15.149166667	10.060416667	13.892083333	16.247916667	1010.833333333			70.125	7.158333333	254.583333333					49.708333333	755.250000	Rain	scattered clouds	09d
Australia	2020-07-02	ACT	+09:30 UTC	Blue Mountains	53.408371	-2.991573	18.171666667	15.591666667	16.78375	19.154166667	1014			79.958333333	5.7875	203.75					64.75	802.875000	Clouds	scattered clouds	04n
Australia	2020-08-04	ACT	+09:30 UTC	Blue Mountains	53.408371	-2.991573	15.7475	9.92	14.476666667	16.701666667	1023.166666667			84.958333333	9.7375	247.5	0.225				60.708333333	777.375000	Rain	scattered clouds	10d
Australia	2020-06-22	ACT	+09:30 UTC	Lithgow	52.586973	-2.12882	19.52625	19.22125	18.4725	20.453333333	1021.333333333			75.375	2.709583333	210.166666667					25.083333333	801.166667	Clouds	sky is clear	04n
Australia	2020-06-15	ACT	+09:30 UTC	Lithgow	52.586973	-2.12882	14.31625	10.962083333	13.66	15.034166667	1010.291666667			82.916666667	5.4	187.083333333					63.083333333	727.166667	Rain	scattered clouds	10n
Australia	2020-07-01	ACT	+09:30 UTC	Sydney	52.954783	-1.158109	16.473333333	14.920833333	15.688333333	17.2875	1011.25			76.5	3.154166667	237.5	0.12				56.291666667	789.750000	Rain	sky is clear	10n
Australia	2020-08-29	ACT	+09:30 UTC	Tamworth	51.752021	-1.257726	17.740416667	16.649166667	17.079166667	18.437083333	1022.916666667			75.208333333	2.841666667	235.416666667					41.791666667	801.875000	Clouds	sky is clear	04n
Australia	2020-06-12	ACT	+09:30 UTC	Wagga Wagga	53.381129	-1.470085	9.492083333	6.312916667	8.03375	10.92875	1009.375			84.375	3.520833333	249.166666667	1.115				41.916666667	776.666667	Rain	scattered clouds	10d
Australia	2020-08-02	ACT	+09:30 UTC	Wagga Wagga	53.381129	-1.470085	16.736666667	15.515833333	15.225	18.134166667	1019.541666667			80.583333333	3.135416667	227.166666667	0.15				51.791666667	789.750000	Rain	scattered clouds	10n
Australia	2020-08-04	ACT	+09:30 UTC	Wagga Wagga	53.381129	-1.470085	15.0075	12.362083333	13.525	16.4775	1022.708333333			80.791666667	4.508333333	260.416666667	0.72				61.958333333	790.000000	Rain	scattered clouds	10n
Australia	2020-07-27	ACT	+09:30 UTC	Grafton	54.906869	-1.383801	14.21	11.96	12.7175	16.052083333	1011.75			66.25	2.514583333	145.291666667	0.19				72.875	790.500000	Rain	scattered clouds	10d
Australia	2020-06-27	ACT	+09:30 UTC	Orange	53.800755	-1.549077	16.842916667	14.227916667	15.425	17.960416667	1022.791666667			66.625	3.854166667	254.583333333					6.875	800.375000	Clouds	sky is clear	03n
Australia	2020-06-30	ACT	+09:30 UTC	Orange	53.800755	-1.549077	16.285	15.447916667	15.200416667	17.23625	1004.291666667			86.75	2.966666667	129.583333333					60.958333333	775.833333	MACT	scattered clouds	50n
Australia	2020-08-06	ACT	+09:30 UTC	Dubbo	52.486243	-1.890401	14.355	11.82375	13.659166667	15.2	1020.75			72.666666667	3.4125	293.333333333					58.583333333	802.416667	Clouds	sky is clear	04n
Australia	2020-06-30	ACT	+09:30 UTC	Gosford	53.795984	-1.759398	16.080833333	14.888333333	14.599583333	17.27375	1004.375			81.541666667	2.9	191.25	0.31				61.458333333	764.833333	Rain	scattered clouds	10d
Australia	2020-08-08	ACT	+09:30 UTC	Gosford	53.795984	-1.759398	14.59375	12.2775	12.962916667	16.241666667	1020.166666667			70.75	2.970833333	270.833333333					37.583333333	801.583333	Clouds	sky is clear	04n
Australia	2020-06-05	ACT	+09:30 UTC	Blue Mountains	53.408371	-2.991573	13.857083333	10.135416667	12.74125	14.767083333	1015.583333333			78.208333333	5.3875	266.25	0.34				65.958333333	790.208333	Rain	scattered clouds	10n
Australia	2020-07-20	ACT	+09:30 UTC	Blue Mountains	53.408371	-2.991573	15.932083333	8.64125	14.767916667	16.80125	1020.041666667			78.125	11.341666667	282.083333333					49	802.250000	Clouds	scattered clouds	04n
Australia	2020-06-07	ACT	+09:30 UTC	Lithgow	52.586973	-2.12882	11.289166667	9.21875	10.392083333	12.213333333	1036			69.833333333	1.459166667	147.25					32.25	795.000000	MACT	sky is clear	50n
Australia	2020-08-01	ACT	+09:30 UTC	Newcastle	54.978252	-1.61778	13.222916667	11.250416667	11.741666667	14.387916667	1018.75			69.541666667	2.05	196.916666667	0.13				87.208333333	790.916667	Rain	scattered clouds	10d
Australia	2020-06-27	ACT	+09:30 UTC	Wagga Wagga	53.381129	-1.470085	16.13625	14.795833333	14.752083333	17.820833333	1023.333333333			70.166666667	2.133333333	220					10.208333333	800.541667	Clouds	sky is clear	04n
Australia	2020-06-20	ACT	+09:30 UTC	Orange	53.800755	-1.549077	17.971666667	15.865416667	16.487916667	19.0875	1015.458333333			73.083333333	4.283333333	283.75					30.416666667	801.333333	Clouds	sky is clear	04n
Australia	2020-08-02	ACT	+09:30 UTC	Orange	53.800755	-1.549077	16.642916667	14.344583333	15.495833333	17.967083333	1018.916666667			73	3.9375	253.333333333					39.583333333	776.666667	Rain	scattered clouds	10n
Australia	2020-08-17	ACT	+09:30 UTC	Blue Mountains	53.408371	-2.991573	18.32375	18.777916667	16.329583333	20.263333333	1018.041666667			81.958333333	1.655416667	202.541666667					57.583333333	802.625000	Clouds	sky is clear	04n
Australia	2020-06-29	ACT	+09:30 UTC	Sydney	52.954783	-1.158109	14.939166667	14.413333333	14.01875	15.892083333	1008.25			90.25	2.24875	70.875	0.16				82.25	714.750000	Rain	scattered clouds	10n
Australia	2020-07-25	ACT	+09:30 UTC	Sydney	52.954783	-1.158109	12.71875	10.78875	12.170833333	13.587083333	1005.5			90.583333333	3.3	31.666666667	0.336				75.583333333	739.791667	Rain	scattered clouds	10n
Australia	2020-08-09	ACT	+09:30 UTC	Sydney	52.954783	-1.158109	15.824583333	13.749583333	14.5	17.371666667	1016.958333333			59.583333333	2.141666667	259.583333333					52.583333333	802.375000	Clouds	sky is clear	04n
Australia	2020-07-24	ACT	+09:30 UTC	Wagga Wagga	53.381129	-1.470085	12.97875	6.757083333	11.541666667	14.318333333	1005			96.041666667	9.941666667	77.083333333	0.75				68.791666667	777.708333	Rain	scattered clouds	10d
Australia	2020-07-30	ACT	+09:30 UTC	Wagga Wagga	53.381129	-1.470085	14.090416667	13.425416667	12.542083333	15.622916667	1011.416666667			91.333333333	2.1425	171.958333333	0.218				61.333333333	739.291667	Rain	scattered clouds	10n
Australia	2020-08-22	ACT	+09:30 UTC	Wagga Wagga	53.381129	-1.470085	15.687083333	14.912916667	14.683333333	16.825416667	1016.708333333			89.666666667	2.925	272.083333333	0.674				69.666666667	739.666667	Rain	scattered clouds	10n
Australia	2020-08-25	ACT	+09:30 UTC	Orange	53.800755	-1.549077	12.054583333	8.850416667	10.625	13.364583333	1000.75			88.625	4.7125	257.083333333					35.291666667	731.208333	Rain	shower rain	09n
Australia	2020-06-04	ACT	+09:30 UTC	Dubbo	52.486243	-1.890401	13.705833333	9.974166667	13.0325	14.387083333	1010.333333333			78.916666667	5.341666667	245.416666667					64.375	790.916667	Rain	scattered clouds	09d
Australia	2020-07-23	ACT	+09:30 UTC	Dubbo	52.486243	-1.890401	17.076666667	16.2825	16.220833333	18.11	1009.458333333			77.291666667	2.404166667	112.916666667	0.165				69.916666667	738.125000	Rain	scattered clouds	50n
Australia	2020-08-30	ACT	+09:30 UTC	Dubbo	52.486243	-1.890401	19.901666667	19.04375	18.715833333	20.975	1023.041666667			68.541666667	2.781666667	153.416666667					66.25	802.833333	Clouds	scattered clouds	04n
